LONG,LAT,Cor_nT
322467.66,1019925.29,33036.0421
322467.67,1019925.35,33036.0638
322467.71,1019925.43,33036.1561
322467.44,1019925.44,33036.5077
322466.81,1019925.21,33036.0619
322462.88,1019923.01,28758.1595
322462.19,1019922.67,28758.1684
322461.6,1019922.39,28758.5314
322461.04,1019921.7,28758.4726
322460.23,1019921.29,28758.2735
322459.65,1019921.22,28758.3173
322459.08,1019921.2,28758.6713
322458.6,1019921.33,28758.6874
322456.77,1019921.2,30654.2227
322456.53,1019921.24,30654.3116
322456.29,1019921.16,31303.8562
322452.08,1019919.7,28757.8293
322451.99,1019919.44,28275.9711
322451.26,1019919.58,28652.2238
322450.67,1019919.17,28757.5377
322449.84,1019918.96,28757.6717
322449.32,1019919.13,28757.8079
322448.46,1019918.56,28757.6007
322447.57,1019918.34,28757.8993
322447.19,1019918.58,28757.2261
322446.47,1019918.25,28757.7788
322445.7,1019918.71,28757.5528
322445.12,1019919.14,28757.4339
322444.38,1019919.2,28757.4983
322443.74,1019919.93,28757.1446
322443.03,1019920.42,28757.142
322442.09,1019920.53,28756.7831
322441.49,1019920.22,28757.2014
322440.9,1019920,29590.961
322440.25,1019919.28,32997.5814
322439.67,1019918.91,33000.0768
322438.66,1019918.72,33003.5592
322438.12,1019918.37,33008.5098
322437.01,1019918.57,33039.5975
322436.36,1019918.93,33032.4123
322435.46,1019918.66,33023.0607
322433.86,1019918.86,33022.5419
322433.04,1019919.18,33041.4096
322432.07,1019919.48,33053.9363
322430.95,1019919.49,33052.97
322430.29,1019918.83,33045.1745
322429.07,1019918.85,33039.1315
322428.16,1019919.41,33029.329
322427.63,1019919.95,33016.2189
322426.28,1019920.44,33003.4098
322425.35,1019920.59,32998.1527
322424.81,1019920.16,32997.452
322424.07,1019919.71,26251.9873
322423.17,1019919,29508.9105
322422.79,1019918.42,32984.7217
322421.87,1019918.02,32991.9433
322420.78,1019917.56,33000.5093
322420.39,1019917.28,33038.162
322420.55,1019917.6,33038.1897
322420.51,1019917.68,33036.3842
322420.65,1019917.7,33035.5679
322420.98,1019968.26,28752.2835
322421,1019968.26,28752.013
322421.02,1019968.25,28752.232
322421.07,1019968.26,28752.5747
322421.28,1019968.31,28752.4128
322421.83,1019968.16,28752.3538
322422.44,1019968.15,28752.3863
322422.98,1019968.35,28752.603
322423.59,1019968.01,28752.291
322424.59,1019967.8,26422.6945
322425.48,1019967.46,26855.9515
322426.34,1019967.07,27354.8996
322427.44,1019967.19,28752.1101
322428.45,1019967.56,28752.4461
322428.85,1019967.62,28752.415
322429.61,1019967.53,28752.5399
322430.54,1019967.79,28752.6658
322431.49,1019967.75,28753.0826
322432.32,1019967.85,28752.874
322433.2,1019968.21,28753.2222
322433.98,1019968.6,28752.4898
322434.29,1019968.63,28752.7547
322434.26,1019968.6,28753.1245
322434.27,1019968.59,28753.2562
322434.28,1019968.57,28753.4026
322434.29,1019968.57,28753.4805
322434.28,1019968.57,28752.8846
322434.29,1019968.57,28752.9077
322434.35,1019968.62,28752.7458
322434.73,1019968.64,28753.0338
322435.62,1019968.7,27569.6665
322436.62,1019968.81,28381.3766
322437.63,1019968.98,28753.0119
322438.36,1019969.35,28753.6981
322439.24,1019970.04,28753.8073
322439.96,1019970.32,28754.2855
322440.86,1019970.74,31414.1708
322441.48,1019970.73,33038.5367
322441.83,1019970.75,33039.2315
322442.08,1019970.84,33039.3987
322442.1,1019970.86,33040.7788
322442.09,1019970.96,33040.2804
322442.23,1019971.25,33039.4651
322443.13,1019971.15,33039.3155
322443.96,1019970.97,33040.4735
322444.92,1019971.25,33040.9269
322445.94,1019971.25,33042.0564
322446.9,1019971.47,33043.2173
322448.03,1019971.96,33043.894
322449.09,1019972.48,33044.5922
322450.29,1019972.71,33044.5067
322451.52,1019972.48,33043.6611
322452.63,1019972.28,33043.2517
322453.79,1019972.34,33043.3587
322454.9,1019972.93,33043.3747
322455.85,1019973.48,33043.2323
322456.68,1019973.81,33043.222
322457.28,1019974.59,33043.5915
322457.76,1019975.61,33043.6998
322458.22,1019976.11,33044.0731
322459.04,1019976.57,33044.9752
322459.77,1019976.88,33044.6089
322460.63,1019976.49,33043.9209
322461.43,1019975.77,33043.725
322461.89,1019975.33,33043.366
322461.66,1019975.23,33042.732
322461.4,1019975.4,33042.6272
322461.27,1019975.56,33042.6195
322461.13,1019975.94,33042.9561
322461.26,1019975.72,33042.711
322461.37,1019975.36,33042.379
322461.88,1019975.53,33042.652
322462.56,1019974.71,33042.7965
322463.11,1019974.78,33042.4934
322463.78,1019974.36,33042.5102
322464.85,1019974.65,33042.6353
322465.53,1019973.84,33042.2562
322466.44,1019973.08,33041.4911
322467.26,1019972.41,33041.2279
322468.15,1019971.77,33040.4899
322469.11,1019971.22,33039.8684
322469.93,1019971,33039.6922
322470.85,1019971.22,33039.3343
322472.07,1019971.27,33038.8193
322473.06,1019971.19,33038.6183
322474.36,1019971.38,33038.3161
322475.64,1019971.5,33037.6322
322476.99,1019971.56,33036.6174
322478.06,1019971.23,33035.8416
322479.05,1019971.28,33035.2248
322480,1019971.74,33035.1295
322480.8,1019972.01,33035.0157
322481.24,1019971.31,33034.6246
322481.42,1019970.3,26170.4133
322481.54,1019969.42,26856.2152
322481.33,1019968.49,27886.6192
322481.88,1019967.77,28752.7224
322481.91,1019963.86,26855.5169
322482.04,1019964,26855.0751
322482.23,1019964.12,26855.5137
322481.73,1019964.19,26855.4642
322481.19,1019964.19,26855.297
322480.94,1019963.91,26855.5768
322480.03,1019963.65,26855.3157
322480.65,1019963.34,26855.084
322480.74,1019962.63,25842.764
322481.28,1019961.77,26854.906
322481.8,1019960.91,26856.4057
322482.53,1019960.41,26855.0504
322483.76,1019960.21,26855.4281
322485.04,1019960.16,27369.3494
322486.22,1019960.05,28751.8726
322487.2,1019959.96,32726.8048
322488.27,1019959.66,33032.0403
322489.11,1019958.83,33031.3678
322489.8,1019958.06,33030.7143
322490.9,1019957.76,33030.1925
322492.03,1019957.78,33029.9869
322493.11,1019957.9,33029.752
322493.7,1019957.82,33029.7053
322494.05,1019957.29,33029.8127
322494.19,1019956.33,33029.9564
322494.61,1019955.4,33030.3782
322495.26,1019954.45,33030.5667
322496.04,1019953.64,33029.3703
322497.12,1019953.23,33026.7627
322500.95,1019950.26,33023.287
322501.2,1019949.28,33024.4823
322501.53,1019948.47,32994.6102
322501.25,1019947.79,33009.5108
322501.56,1019947.67,32544.7191
322501.47,1019947.53,32544.87
322501.49,1019947.57,32544.4648
322501.46,1019947.55,32543.3786
322501.48,1019947.57,32544.3299
322501.38,1019947.72,26854.4253
322502.09,1019947.97,26854.6803
322502.45,1019948.31,26854.7564
322502.82,1019948.22,28621.9168
322501.83,1019948.49,28751.1737
322501.63,1019948.38,28751.0369
322501.41,1019948.72,28751.3433
322501.79,1019949.13,28751.4819
322501.69,1019950.24,28751.2471
322502.39,1019950.5,28751.2246
322502.37,1019951.17,28751.2209
322502.67,1019951.44,28751.5579
322502.66,1019951.89,28750.6763
322502.61,1019951.83,28751.5601
322502.78,1019951.9,28751.2246
322503.14,1019951.73,28751.2816
322503.6,1019951.52,28751.0534
322503.42,1019951.58,28750.7429
322502.66,1019951.93,28750.9593
322502.67,1019951.93,28750.4972
322502.72,1019951.84,28750.8752
322502.72,1019951.85,28751.5298
322502.73,1019951.86,28751.4148
322502.73,1019951.86,28751.4465
322502.73,1019951.84,28751.5281
322502.73,1019951.83,28751.7577
322502.74,1019951.85,28751.6861
322502.74,1019951.85,28752.1928
322502.76,1019951.84,28752.1308
322503.27,1019951.51,28752.6448
322503.51,1019951.32,28752.7041
322503.39,1019951.44,28752.2152
322502.86,1019951.7,28752.825
322502.81,1019951.67,28752.6403
322502.87,1019951.84,28752.6688
322502.81,1019951.9,28752.4953
322502.81,1019951.9,28752.7179
322502.81,1019951.91,28752.8388
322502.81,1019951.9,28753.177
322502.76,1019951.88,28753.3545
322502.74,1019951.87,28753.3925
322502.79,1019951.9,28752.8591
322502.99,1019951.88,28752.6788
322502.7,1019951.88,28753.3889
322502.66,1019951.82,28753.322
322502.69,1019951.96,28753.139
322502.77,1019951.99,28753.4473
322502.75,1019951.99,28753.2891
322502.77,1019951.99,28753.6744
322503.21,1019951.73,28753.7945
322503.63,1019951.6,28754.2441
322503.78,1019951.82,28754.148
322503.79,1019951.61,28753.9814
322503.19,1019951.63,28753.996
322502.94,1019951.88,28754.2145
322502.87,1019951.98,28753.997
322502.88,1019951.97,28754.0991
322502.9,1019951.98,28754.2837
322502.9,1019951.98,28754.2877
322502.88,1019951.96,28754.5
322502.85,1019951.94,28755.1982
322502.8,1019951.87,28754.7793
322502.95,1019951.77,28755.2288
322502.91,1019951.78,28755.2747
322502.92,1019951.77,28754.9297
322502.91,1019951.76,28754.9786
322502.9,1019951.7,28755.748
322502.8,1019951.75,28755.7565
322502.68,1019952.26,28755.7059
322502.74,1019952.83,28755.8681
322502.27,1019953.49,28756.3353
322502.41,1019953.72,28756.108
322501.92,1019954.07,28755.2869
322502.07,1019953.94,28755.7226
322502.17,1019953.89,28755.9123
322502.12,1019953.93,28756.6048
322502.07,1019953.9,28756.3632
322502.04,1019953.9,28756.7134
322502.01,1019953.95,28756.9257
322501.99,1019954,28756.1197
322501.93,1019954.06,28756.4116
322502.18,1019953.88,28756.9471
322502.38,1019953.79,28756.1445
322501.74,1019953.99,28756.2984
322501.25,1019954.29,28756.9288
322500.46,1019954.06,28756.8233
322499.76,1019954.16,28756.8696
322498.86,1019953.62,28756.7346
322498.08,1019953.33,28757.1182
322497.23,1019953.63,28756.9218
322496.3,1019953.43,28756.3688
322495.38,1019953.55,28756.3785
322494.38,1019953.84,28756.3507
322493.17,1019953.7,28756.2752
322492.26,1019953.71,28756.788
322491.16,1019954.08,28757.2028
322490.37,1019954.5,28756.9662
322489.41,1019954.67,28756.3466
322488.32,1019954.98,28756.8658
322487.23,1019955.62,28756.2725
322486.47,1019956.38,28756.1317
322485.73,1019957.19,28756.148
322485.13,1019957.96,28756.15
322484.62,1019959.01,28756.8418
322483.86,1019959.88,28756.4202
322482.81,1019960.22,28756.513
322481.96,1019961.06,28757.108
322481.33,1019962.1,28757.087
322480.92,1019962.69,28756.8621
322480.4,1019963.97,28757.0255
322480.35,1019964.39,28756.7773
322480.09,1019964.64,28757.1523
322481.21,1019964.65,28757.2993
322482.08,1019964.67,28756.3808
322483.03,1019964.58,28756.3456
322483.57,1019964.48,28756.7683
322483.98,1019963.99,28756.4895
322484.35,1019963.75,28756.4141
322484.97,1019963.07,28756.6879
322485.61,1019963.32,28756.4036
322485.75,1019963.56,28756.0214
322485.75,1019963.32,28756.055
322485.79,1019963.46,28756.2272
322485.81,1019963.56,28756.1724
322485.51,1019963.62,28755.8374
322485.84,1019963.71,28755.4086
322486.09,1019963.55,26322.7345
322486.52,1019963.4,33031.9951
322487.26,1019963.41,33032.5096
322488.18,1019963.17,33032.2964
322488.43,1019963.82,33031.9811
322488.44,1019963.74,33032.0712
322488.41,1019963.83,33032.2529
322488.44,1019963.88,33032.3771
322488.99,1019963.82,33032.1014
322489.65,1019963.91,33032.0396
322490.59,1019963.42,33031.4024
322491.48,1019963.17,33031.4139
322492.13,1019963.23,33030.5663
322492.96,1019962.99,33030.9739
322493.8,1019963.14,33030.6423
322494.57,1019962.89,33030.402
322495.32,1019962.46,33030.1721
322496.12,1019962.3,33029.6286
322497.13,1019962.38,33029.1846
322498.18,1019962.29,33029.2783
322498.84,1019963.11,33029.7268
322499.65,1019963.79,33029.2755
322500.54,1019964.02,33029.2634
322501.54,1019964.46,33029.384
322502.21,1019964.75,33029.213
322503.11,1019964.53,33029.9197
322504.02,1019965.08,33029.8889
322505.06,1019965.39,33028.8289
322506.38,1019965.25,33027.0556
322507.39,1019965.06,33026.0051
322508.54,1019965.19,33025.0047
322509.55,1019965.21,33024.1009
322510.71,1019964.73,33023.7493
322511.84,1019964.35,33023.8786
322513.04,1019964.53,33024.2428
322514.07,1019964.96,33024.8729
322515.03,1019965.19,33025.0825
322516.27,1019965.07,33025.5026
322517.28,1019964.71,33026.684
322518.32,1019965.04,33027.7533
322519.04,1019965.94,33028.6491
322519.66,1019966.96,33029.1064
322520.22,1019967.98,33029.503
322520.85,1019968.9,33030.1181
322521.62,1019969.57,33030.1158
322522.66,1019969.85,33030.6985
322523.68,1019969.76,33031.1837
322524.75,1019969.6,33031.6376
322526.01,1019969.75,33032.0049
322527.1,1019969.52,33032.0061
322528.13,1019969.17,33031.861
322528.97,1019969.26,33032.5198
322529.56,1019970.03,33033.4595
322530.06,1019970.65,33033.5719
322530.78,1019970.73,33033.8527
322531.64,1019970.76,33033.9118
322532.5,1019970.65,33033.871
322533.44,1019970.29,33033.8497
322534.33,1019970.03,33033.7666
322535.26,1019970.08,33034.1164
322536.19,1019970.27,33034.9778
322537.05,1019969.99,33035.166
322537.95,1019969.56,33035.7676
322538.87,1019969.73,33037.2099
322543.69,1019971.05,33035.6663
322544.39,1019971.51,33036.782
322545.32,1019971.96,33037.1741
322546.35,1019972.11,33037.6744
322547.33,1019972.66,33038.1133
322548.13,1019973.4,33038.6103
322549.02,1019973.89,33039.1404
322549.85,1019973.8,33039.3847
322550.01,1019973.95,33039.4246
322550.13,1019974.19,33039.6508
322551.43,1019974.28,33039.3356
322552.2,1019974.05,33039.4976
322553.19,1019973.88,33039.701
322553.97,1019974.12,33039.9453
322554.67,1019974.76,33041.5667
322555.47,1019975.12,33043.6409
322556.28,1019974.99,33042.9178
322557.01,1019974.54,33041.5846
322557.74,1019974.72,33041.5166
322558.64,1019974.6,33041.3808
322559.95,1019974.56,33042.3692
322561.12,1019974.95,33041.8127
322562.21,1019975.03,33041.2038
322563.35,1019975.11,33040.7205
322564.45,1019974.88,33040.2872
322565.11,1019974.59,33040.3471
322565.82,1019974.44,33040.4639
322566.21,1019973.65,33040.0635
322566.45,1019972.83,33039.779
322567.2,1019972.59,33039.9686
322568.04,1019972.61,33041.7802
322568.73,1019972.2,33042.1398
322569.51,1019971.83,33041.5319
322570.72,1019971.82,33040.6994
322571.61,1019971.71,33040.5999
322572.66,1019971.44,33040.8323
322573.6,1019971.45,33041.2064
322574.3,1019971.01,33041.4953
322575,1019971.03,33041.7951
322576.67,1019967.37,28431.8878
322576.81,1019967.76,28759.3203
322576.71,1019967.72,28759.1615
322576.69,1019967.83,28759.3574
322576.75,1019967.84,28759.0083
322576.72,1019967.8,28759.0247
322576.82,1019967.65,28758.8568
322576.39,1019966.98,28758.5822
322575.98,1019966.19,28759.0976
322575.6,1019965.34,28763.2448
322575.48,1019965.22,28758.8877
322575.51,1019965.22,28758.7552
322575.36,1019965.23,28758.3739
322575.2,1019965.22,28758.9018
322575.28,1019965.23,28759.2972
322575.23,1019965.22,28759.0528
322575.21,1019965.27,28758.7321
322575.29,1019965.25,28758.6436
322575.5,1019965.01,28758.9105
322575.33,1019964.14,28759.0927
322574.99,1019963.12,26803.9207
322574.65,1019961.91,28435.0952
322574.71,1019961.16,28759.472
322574.69,1019959.98,28759.0299
322574.68,1019959.08,28758.7558
322574.83,1019958.04,28758.6833
322574.92,1019956.85,28759.2748
322575.12,1019955.78,28758.3111
322575.58,1019955.05,28758.759
322576.44,1019954.79,28759.1076
322577.35,1019954.97,28759.7257
322578.07,1019954.81,28759.0429
322579.13,1019954.86,28758.8396
322580.23,1019954.65,28759.1229
322581.16,1019954.33,28758.908
322582.08,1019954.3,28758.3516
322582.93,1019954.88,28758.7847
322584.08,1019955.04,28759.1489
322584.73,1019955.14,28758.5362
322585.6,1019955.16,28758.7038
322586.59,1019955.03,28758.2809
322587.55,1019954.76,25798.1213
322588.54,1019954.8,26861.9706
322589.61,1019954.77,28623.2399
322590.54,1019954.83,28758.6146
322591.51,1019954.93,28758.6964
322592.77,1019955.28,28758.558
322593.52,1019955.27,28757.8763
322594.01,1019955.82,28757.953
322594.65,1019955.49,28758.44
322595.47,1019955.49,28757.9795
322596.4,1019955.32,28758.3149
322597.24,1019954.96,30682.199
322598.26,1019954.83,33041.5159
322599.18,1019954.39,33041.6621
322600.33,1019954.28,33041.4685
322600.84,1019954.25,33041.8008
322601.84,1019953.9,33041.5292
322602.99,1019953.99,33041.7254
322604.08,1019954.25,33041.6833
322604.88,1019954.92,33041.4698
322605.83,1019955.43,33041.3326
322606.96,1019956.36,33041.305
322607.57,1019957.33,33039.8372
322608.03,1019958.54,33039.0117
322608.59,1019959.3,33038.4848
322609.19,1019960.26,33038.4968
322609.72,1019961.14,33038.9575
322610.42,1019962.22,33039.4202
322610.61,1019963.35,33039.9594
322611.11,1019964.31,33039.8966
322611.64,1019964.91,33039.7807
322612.26,1019965.6,33039.0772
322613.09,1019966.47,33038.9798
322613.98,1019967.21,33038.6317
322614.86,1019967.61,33038.287
322615.76,1019968.29,33037.9773
322616.75,1019968.59,33037.6838
322618.01,1019968.4,33037.7095
322619.14,1019968.27,33037.8432
322620.24,1019967.78,33037.7711
322621.42,1019967.73,33037.2475
322622.68,1019967.93,33036.5737
322623.63,1019968.19,33036.1429
322624.58,1019968.13,33035.9924
322625.52,1019968.44,33035.8307
322626.71,1019968.54,33035.6822
322627.42,1019968.52,33035.4841
322627.89,1019969.02,33035.77
322628.72,1019969.23,33035.6579
322629.72,1019969.49,33035.8345
322630.73,1019969.79,33036.0649
322631.8,1019970.18,33036.1179
322632.52,1019970.39,33035.7512
322632.74,1019970.35,33035.4903
322632.66,1019970.32,33035.443
322673.66,1019967.83,28682.4338
322673.68,1019967.82,28682.2861
322673.72,1019967.82,28682.2422
322673.73,1019967.83,28682.4781
322673.71,1019967.83,28682.3027
322673.69,1019967.84,28681.9293
322673.75,1019967.82,28682.0885
322673.76,1019967.81,28681.9334
322673.74,1019967.83,28681.8417
322673.74,1019967.83,28682.0589
322673.73,1019967.86,28682.5925
322673.8,1019967.97,28681.7131
322673.79,1019968.14,28682.1832
322673.76,1019968.07,28682.4191
322673.69,1019967.89,28682.422
322673.7,1019967.85,28682.5032
322673.67,1019967.85,28682.3144
322673.72,1019967.87,28682.0526
322673.73,1019967.88,28682.0455
322673.71,1019967.89,28681.5513
322673.75,1019968,28682.0386
322674.2,1019968.08,28681.7326
322674.3,1019968.27,28681.2029
322674.3,1019968.32,28681.5509
322674.63,1019968.36,28681.6211
322675.11,1019967.82,27275.2164
322675.47,1019968.09,26785.7322
322676.24,1019968.07,26785.7897
322676.95,1019968.04,26785.7297
322677.21,1019968.6,26785.8459
322678.15,1019969.04,26785.6345
322678.83,1019968.8,26785.6534
322679.5,1019968.6,26785.8504
322679.92,1019968.39,26785.4511
322680.7,1019967.98,26785.8863
322681.28,1019967.9,26785.7599
322681.62,1019967.67,26786.3943
322682.41,1019968.06,26785.9044
322682.91,1019968.97,26785.7616
322683.3,1019969.64,26785.6182
322683.76,1019970.25,25362.0839
322684.41,1019970.67,26785.6923
322685.38,1019970.51,26785.8532
322686.31,1019970.8,26785.8271
322687.2,1019970.68,26785.7691
322687.85,1019970.28,26786.0778
322688.55,1019970.19,26785.4914
322689.32,1019969.75,26784.6545
322690.3,1019969.79,26784.8437
322691.08,1019969.45,26784.9963
322691.73,1019969.19,26784.5714
322692.03,1019968.53,26784.788
322693.01,1019968.77,26784.7181
322693.49,1019968.11,26784.7943
322694.3,1019967.72,26784.998
322695.1,1019967.41,26785.4031
322696.13,1019967.34,26013.3382
322696.63,1019966.97,26785.1991
322697.73,1019966.69,28642.2955
322698.35,1019966.85,30575.9117
322698.89,1019966.21,30575.5221
322699.65,1019966.08,30575.3537
322700.27,1019965.34,30575.5963
322701.33,1019965.38,30574.6391
322702.14,1019965.11,30574.7051
322702.86,1019964.67,30575.1571
322703.61,1019964.6,30575.2546
322704.31,1019964.38,30575.2711
322704.82,1019965.1,30788.1729
322705.45,1019965.8,33035.2381
322705.98,1019966.31,33038.2627
322706.01,1019967.19,33041.2535
322706.21,1019967.96,33043.2915
322706.47,1019968.43,33045.6167
322706.79,1019969.12,33046.5745
322707.61,1019969.03,33045.851
322708.63,1019968.8,33041.3732
322709.44,1019968.54,33036.618
322710.16,1019968.04,33035.2837
322710.78,1019967.51,33035.8856
322711.72,1019967.36,33036.2576
322712.61,1019967.3,33036.3527
322713.49,1019967.43,33036.8827
322714.12,1019967.82,33036.2088
322715.22,1019967.42,33035.694
322715.59,1019967.91,33034.6721
322716.53,1019968.41,33033.1429
322717.34,1019969.01,33030.1486
322718.27,1019969.43,33025.7833
322719.26,1019969.29,33022.9671
322720.28,1019969.09,33020.9098
322721.17,1019968.88,33019.1012
322721.89,1019968.78,33017.4267
322722.8,1019968.55,33015.3608
322723.77,1019968.73,33013.7889
322724.78,1019968.46,33013.8235
322725.7,1019968.26,33015.2244
322726.69,1019968.72,33014.6514
322727.51,1019969.51,33011.6249
322728.25,1019969.77,33008.8898
322729.13,1019970.1,33008.6011
322730.02,1019970.09,33009.1047
322730.86,1019970,33009.5406
322731.81,1019970.06,33009.9429
322732.65,1019970.12,33010.3555
322733.62,1019969.94,33010.2591
322734.31,1019970.01,33010.3921
322735.14,1019970.37,33010.6043
322736.12,1019970.48,33010.7617
322736.89,1019970.57,33010.2457
322737.73,1019970.78,33010.3306
322738.79,1019970.78,33010.1005
322739.74,1019970.79,33009.3038
322740.6,1019970.89,33008.9362
322741.46,1019970.88,33008.6226
322742.35,1019971.14,33007.6818
322743.06,1019971.73,33005.6295
322743.71,1019972.29,33002.3926
322744.59,1019973.16,32996.0277
322745.35,1019974.05,32991.8391
322746.06,1019974.9,32987.8902
322746.81,1019975.45,32984.891
322747.68,1019975.94,32982.4305
322748.73,1019976.33,32980.0017
322749.84,1019976.88,32978.121
322750.88,1019977.57,32976.4989
322751.88,1019978.14,32974.1986
322753.05,1019978.7,32972.0193
322753.98,1019979.09,32969.4491
322754.64,1019979.28,32969.2671
322755.37,1019979.17,32973.6616
322755.44,1019979.08,32973.5165
322755.4,1019979.11,32973.0179
322755.4,1019979.1,32974.4808
322755.41,1019979.09,32975.2448
322759.64,1019983.59,32975.262
322760.37,1019984.22,32980.1954
322760.68,1019985.66,32990.1825
322761.11,1019986.42,33007.4727
322761.56,1019987.07,33030.5219
322762.24,1019987.37,33051.2023
322762.07,1019987.14,33060.7699
322761.86,1019986.81,33052.965
322762.07,1019986.59,33055.7039
322762.55,1019986.04,33041.3757
322763.06,1019985.4,33030.7552
322763.86,1019984.64,26178.5147
322764.34,1019983.97,28676.6752
322765.39,1019983.3,28829.2031
322766.43,1019982.76,33004.5486
322767.44,1019982.18,33009.6985
322768.16,1019981.67,33013.6203
322768.9,1019981.37,33016.7442
322769.36,1019980.99,33019.8371
322769.19,1019980.98,33019.8696
322769.16,1019981.06,33019.9442
322770.03,1019980.84,33019.9214
322770.75,1019981.2,33022.5556
322771.69,1019981.39,33023.9739
322772.57,1019981.65,33025.1033
322773.46,1019982.16,33024.7906
322774.44,1019982.67,33024.6695
322775.45,1019983.2,33024.3616
322776.66,1019983.84,33023.6879
322777.72,1019984.53,33023.3971
322778.81,1019985.15,33023.8438
322780,1019985.81,33024.4818
322781.21,1019986.25,33024.1649
322782.24,1019986.85,33023.82
322783.27,1019987.27,33022.9636
322784.4,1019987.66,33021.8446
322785.42,1019987.91,33020.5007
322786.21,1019988.14,33019.4957
322786.33,1019988.32,33018.7005
322786.49,1019988.49,33019.328
322786.5,1019988.56,33019.9282
322786.47,1019988.51,33019.7873
322786.56,1019988.55,33020.1224
322787.27,1019988.02,33017.881
322787.97,1019989,33017.454
322788.64,1019988.99,33017.6533
322789.08,1019989.78,33020.3255
322789.76,1019990.59,33024.305
322790.36,1019990.84,33025.2325
322790.71,1019991.46,33025.1398
322791.29,1019991.99,33028.9008
322791.73,1019992.72,33038.5596
322791.78,1019992.7,33040.5097
322791.78,1019992.79,33041.6518
322791.71,1019992.79,33038.2232
322791.69,1019993.15,33041.1109
322791.98,1019993.05,33042.3756
322792.73,1019993.24,33044.41
322793.36,1019993.34,33046.0353
322793.78,1019993.22,33044.3055
322794.85,1019992.6,33044.4244
322794.86,1019992.61,33041.2314
322795.15,1019992.96,33044.7636
322795.9,1019992.9,33046.979
322796.12,1019993.7,33050.3465
322796.73,1019994.34,33052.5752
322797.25,1019994.86,33053.1783
322797.6,1019995.67,33051.6456
322797.68,1019995.6,33050.6589
322798.25,1019995.54,33050.188
322798.18,1019995.71,33049.9417
322798.6,1019996.27,33049.2347
322799.52,1019997.09,33048.1786
322800.21,1019997.79,33043.9003
322800.71,1019998.56,33043.0668
322801.11,1019999.2,33041.4595
322801.07,1020000.04,33038.6919
322800.86,1020000.89,33038.075
322800.74,1020001.19,33041.4598
322801.09,1020001.32,33041.3419
322801.48,1020001.19,33039.3236
322802.28,1020000.79,33032.0836
322803.36,1020000.77,33031.1342
322803.9,1020000.62,33026.4685
322804.1,1020001.07,33022.6352
322804.17,1020000.98,33023.9921
322804.16,1020000.87,33023.9433
322804.35,1020000.98,33024.2875
322805,1020001.23,33018.2746
322805.22,1020000.73,33014.1682
322809.9,1019990.94,27414.6758
322808.98,1019992.87,28680.439
322808.95,1019993.32,28680.3414
322808.93,1019993.45,28680.1904
322808.75,1019993.65,28680.2093
322808.66,1019993.75,28680.7111
322808.63,1019993.78,28680.7764
322808.82,1019993.78,28682.1839
322808.88,1019993.84,28680.3931
322808.83,1019993.96,28681.0473
322808.93,1019994.03,28680.6995
322808.84,1019994.08,28680.3958
322808.82,1019994.11,28680.2169
322808.78,1019994.18,28682.5841
322809.05,1019994.18,28680.5805
322809.45,1019993.92,25873.7048
322810.03,1019990.12,28680.748
322810.03,1019989.49,28680.8266
322810.5,1019989.68,28681.1242
322811.04,1019989.09,28682.6751
322811.68,1019988.98,28681.327
322812.17,1019988.34,28681.8046
322812.95,1019987.74,28681.7088
322817.12,1019984.4,33042.6103
322817.24,1019984.61,33041.9105
322817.99,1019984.39,33041.6981
322819.05,1019984.53,33041.0503
322819.94,1019984.83,33040.1769
322820.94,1019984.85,33038.4325
322821.92,1019984.83,33037.3821
322822.8,1019984.58,33037.8243
322823.64,1019984.03,33039.5428
322824.75,1019983.79,33040.4467
322825.42,1019983.93,33041.4826
322825.66,1019983.96,33042.3154
322825.66,1019983.94,33043.2297
322825.63,1019983.92,33046.4543
322825.58,1019983.9,33046.0747
322825.58,1019983.79,33046.2092
322825.52,1019983.63,33046.2906
322825.8,1019983.64,33046.6736
322826.52,1019982.98,33047.6229
322826.95,1019982.96,33045.9709
322827.38,1019982.11,33047.552
322828,1019981.48,33050.7468
322828.46,1019980.8,26703.2848
322829.05,1019980.09,28682.1955
322829.79,1019979.7,28682.1997
322830.43,1019978.89,28773.3253
322830.95,1019978.31,30581.1966
322831.72,1019977.9,30577.1507
322832.29,1019977.08,30577.2715
322833.51,1019973.69,30577.3139
322833.5,1019973.68,30577.1225
322833.5,1019973.67,30576.8441
322833.54,1019973.6,30577.348
322833.89,1019973.48,30576.902
322834.52,1019972.71,30577.0214
322835.54,1019972.45,27471.3898
322836.03,1019971.93,28686.7213
322836.72,1019971.65,28684.6338
322837.34,1019970.83,28684.2024
322837.88,1019970.32,28682.0235
322838.49,1019970.3,28681.997
322838.91,1019970.06,28684.6413
322839.11,1019970.39,28684.3772
322839.08,1019970.23,28681.6992
322839.1,1019970.19,28681.6023
322839,1019970.15,28681.7521
322839.12,1019970.15,28682.0748
322839.03,1019970.03,28681.8141
322839.01,1019969.96,28681.7252
322839.05,1019969.95,28681.5683
322839.4,1019970.66,25578.6534
322839.84,1019970.73,28629.5733
322840.21,1019971.39,28682.1617
322840.66,1019971.2,28681.5064
322841.2,1019971.42,28681.8311
322841.75,1019971.37,28682.3129
322842.13,1019971.55,28683.1675
322842.4,1019972.01,28682.3527
322843.35,1019972.03,28682.6798
322844.31,1019972.41,28685.8668
