LONG,LAT,Cor_nT
322781.1,1019869.37,33041.5711
322782.22,1019868.96,33041.2725
322783.31,1019868.74,33040.8396
322784.35,1019868.21,33039.324
322785.2,1019867.28,33033.741
322786.34,1019866.59,33013.3471
322787.35,1019866.59,32987.0496
322788.39,1019866.67,32967.4598
322789.27,1019866.45,32961.8387
322789.86,1019866.27,32967.6306
322790.72,1019866.3,32972.34
322791.61,1019866.09,32983.5847
322792.62,1019866.04,32992.2852
322793.7,1019866.83,33001.6113
322794.35,1019867.78,33009.6792
322794.83,1019868.94,26812.3719
322795.46,1019869.88,26786.4129
322796.08,1019870.77,26786.0844
322796.43,1019871.61,26786.3728
322797.24,1019872.17,26786.1621
322797.74,1019872.84,26786.4447
322797.69,1019873.03,26786.3358
322797.7,1019873.03,26786.488
322797.7,1019873.02,26786.1924
322797.67,1019873.03,26786.2521
322797.71,1019873.09,26786.5615
322797.72,1019872.95,26786.1976
322797.71,1019873.05,26786.0941
322797.66,1019873.08,26786.3204
322797.67,1019873.04,26786.6768
322797.76,1019872.97,26786.9552
322797.84,1019872.92,26786.6661
322797.78,1019872.99,26786.7731
322797.77,1019872.98,26786.6842
322797.77,1019872.99,26786.4743
322797.76,1019873.01,25886.555
322797.76,1019873.04,26786.658
322797.78,1019873.05,26786.5935
322797.79,1019873.07,26786.9649
322797.86,1019873.11,26786.7093
322797.77,1019873.09,26786.3507
322797.76,1019873.08,26786.5593
322797.77,1019873.11,26787.1031
322797.75,1019873.16,26786.9709
322797.73,1019873.13,26786.4812
322797.73,1019873.11,26786.8078
322797.71,1019873.11,26786.7156
322797.68,1019873.09,26787.0107
322797.71,1019873.14,26786.6711
322797.7,1019873.14,26786.0249
322797.67,1019873.27,25705.4859
322798.33,1019873.73,26786.9072
322798.95,1019874.68,26786.729
322799.62,1019875.42,26786.2876
322800.53,1019876.09,26786.4299
322801.27,1019876.96,26785.8977
322801.6,1019878.04,26786.2527
322807.96,1019885.38,26785.7891
322808.7,1019886.04,26785.7189
322811.88,1019890.99,26785.0225
322812.55,1019891.92,26785.4631
322813.22,1019892.95,26785.3924
322814.12,1019893.83,26785.3128
322815.09,1019894.31,26785.3011
322815.9,1019894.72,26785.3975
322816.78,1019895.62,26785.243
322817.69,1019896.13,26785.3585
322818.82,1019896.55,26785.0112
322819.78,1019897.28,26784.923
322820.48,1019898.05,26785.136
322821.41,1019898.89,26784.5154
322822.53,1019899.55,26275.9654
322823.46,1019899.92,26785.2418
322824.28,1019900.29,26784.8736
322824.97,1019900.65,26785.3301
322825.82,1019901.32,26785.4855
322826.14,1019902.28,26785.5977
322826.48,1019903.34,26785.6374
322827.15,1019904.1,26785.1318
322828.17,1019904.16,28138.4588
322828.16,1019904.23,28679.7892
322827.27,1019904.37,28679.8098
322828.25,1019905.28,28679.4838
322829.13,1019905.89,28679.4696
322829.78,1019906.65,29017.0071
322830.29,1019907.56,33004.5242
322837.43,1019911.73,30083.896
322838.74,1019911.65,30573.8333
322839.82,1019911.42,30573.6719
322840.95,1019911.4,30574.1066
322842.06,1019911.33,30574.4395
322843.29,1019911.08,30573.9647
322844.4,1019910.89,30574.0254
322845.6,1019910.76,30574.4249
322846.79,1019910.71,30574.4809
322847.99,1019910.35,30574.4827
322849.13,1019909.89,30574.5021
322850.25,1019909.42,30574.0465
322851.38,1019908.83,30573.7983
322852.49,1019908.14,30574.1141
322853.42,1019907.16,30573.9167
322854.15,1019906.14,30573.4241
322855.01,1019905.23,30573.9111
322855.95,1019904.48,30573.2052
322856.9,1019903.72,30573.9817
322857.77,1019902.97,30573.6899
322858.84,1019902.32,30573.8182
322859.85,1019901.86,30573.7477
322860.77,1019901.28,30573.0481
322861.65,1019900.87,30573.1694
322862.38,1019900.53,30573.0735
322863.18,1019900.33,30572.4974
322864.01,1019900.04,30572.4214
322864.42,1019899.31,30572.7807
322864.93,1019898.57,25915.7476
322865.76,1019897.81,26783.7118
322866.37,1019896.73,26783.478
322867,1019895.88,26783.4274
322867.63,1019894.93,26783.3684
322868.28,1019894.05,26784.0141
322868.81,1019893.09,26783.1818
322869.43,1019892.11,26782.9811
322870.15,1019891.59,26783.9534
322870.47,1019890.95,26787.7392
322871.01,1019890.75,26783.3134
322871.51,1019890.48,26783.3177
322872.3,1019890.32,26782.536
322872.54,1019890.24,26782.2065
322872.88,1019889.76,26782.6089
322873.48,1019889.94,26782.2614
322873.72,1019889.51,25558.0826
322873.94,1019889.48,26782.778
322878.77,1019880.29,26782.9467
322879.51,1019879.54,26782.5653
322880.32,1019878.69,26782.753
322881.44,1019878.19,26782.4695
322882.67,1019878.01,26782.735
322883.61,1019877.59,26782.7078
322884.89,1019877.28,26782.7659
322885.67,1019877.23,26782.6036
322886.92,1019877.08,26782.4936
322887.8,1019876.84,26782.8129
322888.87,1019876.63,26783.0672
322888.95,1019876.6,26783.0826
322889.69,1019876.61,26783.0599
322890.47,1019876.61,26783.0407
322891.6,1019876.61,26783.246
322892.7,1019876.51,26783.2995
322893.57,1019876.06,26783.3604
322894.54,1019875.72,26782.6414
322895.4,1019875.74,26782.2665
322896.16,1019875.69,26782.2703
322897.26,1019875.38,26782.6459
322898.11,1019875.39,26782.5475
322898.85,1019875.23,26782.5915
322899.96,1019874.79,26782.4342
322900.9,1019874.58,26783.0541
322901.6,1019874.17,26782.9224
322902.27,1019873.76,26782.6662
322907.14,1019872.83,26782.2444
322907.07,1019872.61,26782.4843
322907.04,1019872.58,26782.6386
322907.14,1019872.7,26781.9655
322907.15,1019872.64,26781.9437
322907.06,1019872.61,26782.6424
322906.94,1019872.6,26782.1015
322907.12,1019872.51,26782.1869
322908.05,1019872.32,26782.3466
322908.7,1019872.09,26782.5025
322909.74,1019871.66,26782.0757
322910.57,1019871.54,26782.489
322911.31,1019871.14,26782.4188
322912.28,1019870.69,26782.0654
322913.01,1019870.46,26782.4601
322913.59,1019869.52,26782.5039
322914.47,1019869.47,26469.7301
322915.53,1019868.98,26750.9995
322916.22,1019868.13,26782.1343
322916.93,1019867.76,26782.3259
322917.65,1019867.03,26782.399
322918.25,1019866.24,26782.7318
322918.87,1019865.48,26782.8686
322919.53,1019865.01,26782.6473
322919.88,1019864.24,26782.4312
322920.52,1019864.06,26782.0751
322921.01,1019863.43,26782.0524
322921.44,1019863.12,26782.3582
322921.61,1019862.9,26782.6488
322921.61,1019862.87,26782.1992
322921.54,1019862.87,26782.6049
322921.52,1019862.86,26782.8884
322921.51,1019862.85,26782.7891
322907.29,1019919.77,26782.8381
322907.28,1019919.79,26781.8873
322906.98,1019919.74,26783.0259
322907.01,1019919.7,26782.1617
322907.1,1019919.73,28625.5718
322906.95,1019919.73,28676.5949
322906.19,1019919.98,28676.478
322905.75,1019920.01,28676.2564
322905.22,1019920.23,28676.6146
322903.74,1019920.29,29093.3744
322902.43,1019920.24,33250.8145
322901.33,1019920.5,33231.7693
322900.28,1019920.77,33217.832
322899.05,1019920.85,33203.8781
322897.7,1019920.98,33188.5324
322896.6,1019921.06,33172.6154
322895.29,1019920.99,33157.4446
322894.04,1019920.92,33143.3717
322893.13,1019920.99,33131.6331
322892.15,1019921.59,33120.5292
322891.04,1019921.87,33111.4389
322889.76,1019921.99,33106.1436
322888.58,1019922.1,33103.7352
322887.56,1019922.28,33105.2549
322886.5,1019922.39,33108.5981
322885.37,1019922.47,33110.3413
322884.28,1019922.45,33107.598
322883.19,1019922.22,33103.4907
322882.08,1019922.15,33098.9997
322881.1,1019921.63,33093.8644
322880.24,1019921.11,33089.8287
322879.27,1019921.04,33086.6999
322878.39,1019921.36,33083.4745
322877.44,1019921.76,33080.9584
322876.79,1019922.2,33077.5038
322876.06,1019922.56,33075.0236
322875.25,1019922.61,33074.2762
322874.73,1019923.12,33072.452
322873.89,1019923.29,33071.0799
322873.11,1019923.8,33071.0279
322872.67,1019924.74,33069.4128
322872.23,1019925.61,33067.3257
322871.31,1019926.12,33065.8026
322870.85,1019926.78,33063.1039
322870.27,1019926.67,33062.9302
322869.8,1019927.11,33062.727
322869.55,1019927.11,33062.403
322869.58,1019927.14,33059.7711
322869.67,1019927.15,33059.5798
322869.68,1019927.1,33060.0117
322869.34,1019926.96,33059.7213
322869.18,1019926.57,33058.1184
322869.44,1019926.76,33058.8596
322869.77,1019927.1,33059.0878
322869.71,1019927.07,33059.7739
322869.81,1019926.67,33059.7477
322869.08,1019925.78,26783.7167
322868.79,1019925.62,29111.7849
322869.11,1019925.75,30572.5175
322869.07,1019925.58,30572.5907
322869.02,1019925.4,30572.7376
322869.13,1019925.41,30572.7474
322868.95,1019925.56,30572.7252
322868.87,1019925.91,30573.7675
322869.51,1019925.38,31251.502
322868.72,1019925.16,33058.1752
322868.36,1019925.13,33059.2685
322867.81,1019924.97,33058.1753
322867.24,1019925.56,33056.6378
322866.97,1019925.33,33054.8487
322866.78,1019925.5,33054.4974
322866.55,1019925.95,33052.1596
322866.49,1019925.77,33052.0453
322866.53,1019925.83,33051.9453
322866.57,1019925.95,33053.2383
322866.6,1019926.04,33053.3809
322866.35,1019925.7,33054.0499
322866.19,1019925.55,33053.6915
322865.87,1019925.16,32280.2148
322865.92,1019924.75,26746.1847
322865.84,1019925.02,26784.665
322865.64,1019924.41,26845.7182
322865.62,1019924.03,28679.7675
322864.59,1019921.99,29285.0937
322864.45,1019921.67,30577.0931
322864.76,1019921.95,33058.9679
322863.51,1019921.89,33057.8134
322863.63,1019921.35,33054.2095
322863.71,1019920.96,33053.646
322863.72,1019920.73,33053.3372
322863.74,1019920.48,33052.956
322863.37,1019920.05,29323.6325
322862.89,1019919.65,30504.0995
322863.05,1019921.91,33053.5043
322862.79,1019921.45,33052.9951
322862.37,1019921.69,33053.7057
322861.96,1019921.42,33054.47
322861.41,1019922.07,33054.9792
322861.72,1019921.97,33054.7318
322861.78,1019922.09,33054.6431
322861.08,1019921.76,33055.0135
322860.71,1019921.8,33056.7521
322859.69,1019921.67,33056.9074
322859.15,1019922.14,33057.5077
322858.56,1019922.11,33057.9436
322858.11,1019922.19,33055.9855
322857.64,1019921.97,33054.758
322857.24,1019921.68,33053.2811
322856.58,1019921.36,33052.7253
322856.07,1019921.01,33053.1139
322855.23,1019920.58,33055.0392
322854.56,1019920.55,33055.8617
322854.16,1019920.48,33055.2625
322853.52,1019920.47,33056.4024
322853.3,1019920.58,33054.8579
322853.14,1019920.04,33053.7293
322848.45,1019916.61,30580.817
322847.46,1019916.94,32766.7419
322846.9,1019917.43,33066.8261
322846.2,1019917.87,33067.5239
322845.46,1019918.73,33067.7647
322844.83,1019919.53,33067.9138
322843.87,1019920.1,33067.8254
322842.9,1019920.31,33067.3682
322841.96,1019920.72,33068.4031
322841.05,1019921.03,33069.2013
322839.91,1019921.17,33067.9864
322838.86,1019921.35,33066.7548
322837.88,1019921.52,33065.8534
322836.62,1019921.71,33063.9911
322835.53,1019921.52,33061.4021
322834.33,1019921.54,33059.6308
322833.18,1019921.5,33058.0808
322832.01,1019921.48,33059.9704
322830.86,1019921.33,33061.1781
322829.5,1019921.16,33061.9206
322828.32,1019921.11,33062.3018
322827.2,1019921.06,33062.4607
322826.16,1019920.75,33061.6647
322824.86,1019920.47,33060.7856
322823.92,1019920.38,33060.3707
322823.01,1019920.25,33059.8513
322821.86,1019920.1,33059.2118
322820.85,1019920.16,33058.4627
322819.86,1019919.64,33057.7786
322818.81,1019919.45,33057.7521
322817.77,1019919.35,33057.8883
322816.68,1019918.84,33056.3833
322815.6,1019918.64,33052.2416
322814.83,1019919.01,33049.1882
322813.84,1019918.99,33048.2435
322812.62,1019919.02,33047.9981
322811.57,1019919.18,33047.7288
322810.65,1019919.56,33047.1583
322809.5,1019919.96,33046.5752
322808.45,1019920.23,33046.0502
322807.11,1019920.62,33045.2403
322806.03,1019920.45,33044.5763
322805.31,1019919.93,33044.2765
322804.11,1019919.78,33043.8249
322802.84,1019919.64,33043.7875
322801.31,1019919.5,33043.9515
322800.19,1019919.25,33043.5175
322798.91,1019919.32,33043.2322
322797.68,1019919.84,33042.9804
322796.69,1019920.6,33042.5457
322795.59,1019921.12,33042.1751
322794.55,1019921.81,33041.71
322793.28,1019922.25,33041.5399
322792.45,1019922.2,33041.5655
322791.56,1019922.12,33041.392
322790.37,1019921.81,33041.1095
322789.36,1019921.12,33040.8054
322788.63,1019920.49,33040.4521
322787.89,1019919.84,33040.2807
322787.01,1019919.16,33040.9702
322786.36,1019918.55,33041.2037
322785.74,1019917.87,33040.6902
322785.48,1019916.79,33041.0116
322785.64,1019916.92,33041.2629
322785.63,1019916.93,33041.6239
322785.71,1019917.07,33041.6216
322785.68,1019916.98,33041.7224
322785.65,1019916.99,33041.3816
322785.64,1019917.05,33041.1958
322785.48,1019917.28,33041.3006
322784.29,1019916.89,33041.2718
322784.13,1019917.1,33041.207
322783.44,1019916.74,33040.9442
322782.84,1019917.4,33040.5998
322782.16,1019917.84,33040.9307
322781.52,1019918.33,33041.598
322781.04,1019918.25,33040.4004
322780.54,1019918.33,33039.3296
322780.15,1019918.81,33039.1213
322779.81,1019919.5,33039.487
322779.47,1019920.29,33041.3445
322778.76,1019920.91,33041.059
322777.91,1019921.3,33040.5427
322777.34,1019921.89,33040.0753
322776.69,1019922.07,33040.0518
322777.06,1019922.6,33041.205
322776.29,1019922.74,33041.1064
322776.35,1019923.52,33041.8472
322776.49,1019924.36,33044.2738
322776.57,1019925.46,33045.11
322776.01,1019925.66,33045.6009
322775.08,1019926.73,33045.4889
322774.54,1019927.06,33045.5695
322773.77,1019927.28,33046.3001
322772.91,1019927.5,33046.3487
322771.91,1019927.16,33045.8529
322771.01,1019926.7,33045.3559
322770.03,1019926.24,33044.3058
322765.79,1019924.09,33036.4753
322764.83,1019924.35,33037.3003
322763.91,1019924.64,33038.0605
322762.7,1019924.84,33038.816
322761.73,1019924.82,33039.5275
322760.63,1019924.55,33040.8248
322759.61,1019924.06,33041.9596
322758.63,1019923.62,33043.1079
322757.55,1019923.44,33044.0903
322756.37,1019923.33,33044.8896
322755.29,1019923.86,33046.1365
322754.32,1019924,33047.3752
322753.17,1019924.12,33048.0222
322752.08,1019924.01,33048.0277
322751.42,1019923.38,33047.6005
322748.65,1019918.63,33048.1331
322748.66,1019918.58,33048.2162
322748.77,1019918.51,33048.3271
322748.71,1019918.53,33048.1263
322748.72,1019918.62,33047.9239
322748.74,1019918.58,33047.8691
322748.41,1019918.22,33047.798
322748.08,1019917.42,33047.566
322747.62,1019916.54,33047.6292
322746.88,1019915.82,33049.0553
322745.94,1019915.29,33050.112
322745.17,1019914.71,33050.4412
322744.41,1019913.88,33049.6278
322743.78,1019913.2,33047.8542
322742.95,1019912.76,33046.64
322741.97,1019912.54,33046.6788
322741.06,1019912.68,33047.5579
322740.04,1019913.09,33047.9213
322739.07,1019913.57,33048.0265
322738.12,1019913.67,33048.0525
322737.25,1019914.17,33048.0617
322736.31,1019914.6,33047.9985
322735.27,1019914.5,33047.7864
322734.39,1019914.81,33047.7246
322733.63,1019915.28,33047.8569
322732.76,1019915.65,33048.9371
322732.46,1019916.48,33048.984
322731.83,1019917.07,33049.2246
322731.02,1019917.65,33050.0221
322730.13,1019918.25,33049.477
322729.27,1019918.37,33049.2975
322728.42,1019917.95,33048.6061
322727.55,1019918.13,33048.7809
322726.91,1019917.98,33048.7096
322725.93,1019918.08,33048.7415
322725.47,1019918.02,33048.3152
322725.11,1019918.8,33048.7921
322724.69,1019919.68,33048.8182
322724.04,1019920.41,33050.1172
322723.02,1019921.02,33050.9974
322722.2,1019921.18,33050.746
322721.6,1019921.58,33051.2185
322720.84,1019922.16,33052.1454
322720.02,1019922.45,33052.6756
322719.36,1019922.25,33051.0608
322719.04,1019922.76,33050.6497
322718.93,1019922.59,33051.8366
322718.35,1019922.43,33049.7823
322717.56,1019922.27,33050.1554
322716.51,1019922.49,33049.5834
322715.55,1019922.74,33049.1993
322714.58,1019922.94,33048.5541
322713.38,1019923.15,33047.6871
322712.43,1019923.06,33045.9945
322711.71,1019922.69,33044.5905
322710.79,1019922.34,33043.1705
322709.87,1019922.02,33042.2658
322709.09,1019921.53,33041.09
322707.81,1019921.42,33039.9729
322706.64,1019921.3,33038.4828
322706.15,1019921.34,33037.3408
322705.4,1019921.47,33036.6418
322704.37,1019921.6,33034.8763
322703,1019921.71,33033.6116
322702.06,1019921.71,33032.1183
322701.06,1019921.88,33030.9578
322699.97,1019921.75,33029.9337
322699.16,1019921.6,33029.139
322698.16,1019921.42,33027.4384
322696.85,1019921.41,33025.4622
322695.73,1019921.87,33023.702
322694.77,1019921.72,33022.3856
322693.94,1019921.37,33021.3765
322692.93,1019922.05,33020.4674
322691.92,1019922.1,33020.3591
322690.78,1019921.94,33020.8938
322689.53,1019922.53,33021.0851
322689.07,1019922.48,33022.0407
322688.1,1019922.43,33023.0425
322687.21,1019922.29,33023.339
322686.86,1019921.99,33023.6604
322686.93,1019922.16,33023.0941
322686.92,1019922.17,33022.2803
322686.89,1019922.17,33022.9536
322686.88,1019922.16,33023.0002
322686.86,1019922.18,33022.7133
322686.96,1019922.2,33023.0167
322686.72,1019922.06,33022.8607
322686.36,1019921.76,33022.5293
322686.01,1019921.89,33023.7054
322685.64,1019920.95,33024.3645
322684.84,1019921.6,33024.9726
322684.4,1019921.44,33026.2258
322683.47,1019921.9,33027.7782
322682.72,1019921.22,33027.7971
322682.21,1019921,33027.381
322682.13,1019920.34,33027.8834
322681,1019920.6,33027.9412
322680.76,1019920.24,33029.076
322679.9,1019920.32,33028.9598
322679.16,1019920.24,33029.8046
322678.31,1019921.02,33031.5465
322677.75,1019921,33036.6623
322677.63,1019920.87,33035.7245
322676.84,1019920.62,33036.3605
322676.59,1019920.84,33036.2614
322676.5,1019921.18,33039.1504
322676.53,1019921.1,33039.0997
322676.55,1019920.99,33038.6065
322676.5,1019920.78,33038.1735
322676.36,1019921.28,33038.129
322676.15,1019922.06,33039.3252
322675.77,1019922.47,33040.6425
322675.25,1019923.43,33042.2641
322674.22,1019923.3,33041.7092
322673.79,1019923.83,33040.6296
322673.1,1019923.22,33038.5664
322672.74,1019923.34,33040.0557
322671.76,1019923.46,33039.2682
322671.07,1019923.72,33038.8903
322670.97,1019923.8,33039.579
322670.34,1019924.05,33039.6725
322669.34,1019924.61,33040.0102
322669.02,1019924.34,33040.0384
322668,1019924.34,33039.9675
322667.31,1019923.71,33039.6997
322666.58,1019923.49,33039.3672
322665.85,1019922.72,33040.3237
